"timeseries_id","site","country","region","feature","pvalue_kstest_logp","kstest_statistic","fdr_corrected_pvalue_logp","ref_group","subject_count","parameter_id"
"ts_1_autogen_original","BAA","BA","B","sd",0.139139418624807,0.328125,0,"global",4,"param1"
"ts_1_autogen_original","BAB","BA","B","sd",1.65098503298516,0.562060889929743,0.31856565931587,"global",7,"param1"
"ts_1_autogen_original","BAC","BA","B","sd",0.452297670994631,0.835820895522388,0.0186112449355192,"global",1,"param1"
"ts_1_autogen_original","BAD","BA","B","sd",3.09791640923733,0.953846153846154,1.14192650893993,"global",3,"param1"
"ts_1_autogen_original","BAE","BA","B","sd",0.0194958443233252,0.333333333333333,0,"global",2,"param1"
"ts_1_autogen_original","BAG","BA","B","sd",0.531478917042256,0.865671641791045,0.0262674456157293,"global",1,"param1"
"ts_1_autogen_original","BBA","BB","B","sd",0.133538908370217,0.64179104477612,0,"global",1,"param1"
"ts_1_autogen_original","BBC","BB","B","sd",0.103731281035008,0.338461538461538,0,"global",3,"param1"
"ts_1_autogen_original","BBF","BB","B","sd",0.0517725684880993,0.378787878787879,0,"global",2,"param1"
"ts_1_autogen_original","BBG","BB","B","sd",1.23044892137827,0.985074626865673,0.193103370510316,"global",1,"param1"
"ts_1_autogen_original","CAA","CA","C","sd",0.176672255104744,0.384615384615385,0,"global",3,"param1"
"ts_1_autogen_original","CAB","CA","C","sd",0.0370297862326632,0.292307692307692,0,"global",3,"param1"
"ts_1_autogen_original","CAC","CA","C","sd",0.0654613066532965,0.28125,0,"global",4,"param1"
"ts_1_autogen_original","CAD","CA","C","sd",0.276206411938949,0.746268656716418,0,"global",1,"param1"
"ts_1_autogen_original","CAE","CA","C","sd",0.133538908370217,0.64179104477612,0,"global",1,"param1"
"ts_1_autogen_original","CBA","CB","C","sd",0.929418925714294,0.955223880597016,0.107337281986791,"global",1,"param1"
"ts_1_autogen_original","CBB","CB","C","sd",1.48725624614745,0.769230769230769,0.292996031982029,"global",3,"param1"
"ts_1_autogen_original","CBC","CB","C","sd",0.234325915821596,0.415384615384615,0,"global",3,"param1"
"ts_1_autogen_original","CBE","CB","C","sd",0.327358934386331,0.776119402985075,0,"global",1,"param1"
"ts_1_autogen_original","CCA","CC","C","sd",0.266110600562935,0.430769230769231,0,"global",3,"param1"
"ts_1_autogen_original","AAA","AA","A","unique_value_count_relative",0.288440868355961,0.492537313432836,0,"global",1,"param1"
"ts_1_autogen_original","AAB","AA","A","unique_value_count_relative",0.0195955560633805,0.0447761194029841,0,"global",1,"param1"
"ts_1_autogen_original","AAC","AA","A","unique_value_count_relative",0.0524174007994422,0.106060606060607,0,"global",2,"param1"
"ts_1_autogen_original","AAD","AA","A","unique_value_count_relative",0.163316971019252,0.257575757575758,0,"global",2,"param1"
"ts_1_autogen_original","AAE","AA","A","unique_value_count_relative",0.619494221497244,0.451282051282051,0.0332318559846906,"global",3,"param1"
"ts_1_autogen_original","AAF","AA","A","unique_value_count_relative",0.0305851290291578,0.0615384615384619,0,"global",3,"param1"
"ts_1_autogen_original","AAG","AA","A","unique_value_count_relative",0.14965018935703,0.242424242424243,0,"global",2,"param1"
"ts_1_autogen_original","ABA","AB","A","unique_value_count_relative",0.95029804631249,0.419354838709677,0.108899466083923,"global",6,"param1"
"ts_1_autogen_original","BAA","BA","B","unique_value_count_relative",0.227526011149949,0.234375,0,"global",4,"param1"
"ts_1_autogen_original","BAB","BA","B","unique_value_count_relative",3.13900369817106,0.697892271662763,1.14192650893993,"global",7,"param1"
"ts_1_autogen_original","BAC","BA","B","unique_value_count_relative",0.0843208857000359,0.17910447761194,0,"global",1,"param1"
"ts_1_autogen_original","BAD","BA","B","unique_value_count_relative",0.343874022451889,0.323076923076923,0,"global",3,"param1"
"ts_1_autogen_original","BAE","BA","B","unique_value_count_relative",0.0804031057792848,0.151515151515152,0,"global",2,"param1"
"ts_1_autogen_original","BAG","BA","B","unique_value_count_relative",0.452297670994631,0.656716417910448,0.0186112449355192,"global",1,"param1"
"ts_1_autogen_original","BBA","BB","B","unique_value_count_relative",0.929418925714294,0.895522388059702,0.107337281986791,"global",1,"param1"
"ts_1_autogen_original","BBC","BB","B","unique_value_count_relative",0.0567508010040088,0.0974358974358974,0,"global",3,"param1"
"ts_1_autogen_original","BBF","BB","B","unique_value_count_relative",0.00653086715895758,0.0151515151515159,0,"global",2,"param1"
"ts_1_autogen_original","BBG","BB","B","unique_value_count_relative",0.40114514854725,0.611940298507463,0.00536527700887336,"global",1,"param1"
"ts_1_autogen_original","CAA","CA","C","unique_value_count_relative",0.0208302507415875,0.0358974358974358,0,"global",3,"param1"
"ts_1_autogen_original","CAB","CA","C","unique_value_count_relative",1.45175783937521,0.692307692307692,0.28130053988242,"global",3,"param1"
"ts_1_autogen_original","CAC","CA","C","unique_value_count_relative",0.496252474571128,0.359375,0.0251618632416944,"global",4,"param1"
"ts_1_autogen_original","CAD","CA","C","unique_value_count_relative",0.32735893438633,0.537313432835821,0,"global",1,"param1"
"ts_1_autogen_original","CAE","CA","C","unique_value_count_relative",0.686380877027999,0.805970149253731,0.0339274995982018,"global",1,"param1"
"ts_1_autogen_original","CBA","CB","C","unique_value_count_relative",0.076634057033745,0.164179104477611,0,"global",1,"param1"
"ts_1_autogen_original","CBB","CB","C","unique_value_count_relative",0.0495328780865749,0.0923076923076923,0,"global",3,"param1"
"ts_1_autogen_original","CBC","CB","C","unique_value_count_relative",0.0714240021844859,0.123076923076923,0,"global",3,"param1"
"ts_1_autogen_original","CBE","CB","C","unique_value_count_relative",0.753327666658612,0.835820895522388,0.0407607672497524,"global",1,"param1"
"ts_1_autogen_original","CCA","CC","C","unique_value_count_relative",0.160674426975479,0.215384615384615,0,"global",3,"param1"
"ts_1_autogen_original","AAA","AA","A","autocorr",0.169751081024662,0.671641791044776,0,"global",1,"param1"
"ts_1_autogen_original","AAB","AA","A","autocorr",0.0129649771643675,0.522388059701493,0,"global",1,"param1"
"ts_1_autogen_original","AAC","AA","A","autocorr",0.126594163994513,0.439393939393939,0,"global",2,"param1"
"ts_1_autogen_original","AAD","AA","A","autocorr",0.0517725684880993,0.378787878787879,0,"global",2,"param1"
"ts_1_autogen_original","AAE","AA","A","autocorr",0.712488894432195,0.584615384615384,0.0363685765390563,"global",3,"param1"
"ts_1_autogen_original","AAF","AA","A","autocorr",0.530831199574089,0.528205128205128,0.0262674456157293,"global",3,"param1"
"ts_1_autogen_original","AAG","AA","A","autocorr",0.871832293261502,0.757575757575757,0.0863851183620843,"global",2,"param1"
"ts_1_autogen_original","ABA","AB","A","autocorr",0.185064614108653,0.290322580645161,0,"global",6,"param1"
"ts_1_autogen_original","BAA","BA","B","autocorr",0.65098751674068,0.5,0.0336037478849755,"global",4,"param1"
"ts_1_autogen_original","BAB","BA","B","autocorr",1.11614427532985,0.480093676814988,0.165795063877108,"global",7,"param1"
"ts_1_autogen_original","BAC","BA","B","autocorr",0.385350881364017,0.805970149253732,0.00447429403564979,"global",1,"param1"
"ts_1_autogen_original","BAD","BA","B","autocorr",1.83784502125225,0.830769230769231,0.372110054984567,"global",3,"param1"
"ts_1_autogen_original","BAE","BA","B","autocorr",0.218304502171474,0.484848484848484,0,"global",2,"param1"
"ts_1_autogen_original","BAG","BA","B","autocorr",0.531478917042256,0.865671641791045,0.0262674456157293,"global",1,"param1"
"ts_1_autogen_original","BBA","BB","B","autocorr",0.355387657986574,0.791044776119403,0,"global",1,"param1"
"ts_1_autogen_original","BBC","BB","B","autocorr",0.299991344462838,0.446153846153846,0,"global",3,"param1"
"ts_1_autogen_original","BBF","BB","B","autocorr",0.183203122263702,0.46969696969697,0,"global",2,"param1"
"ts_1_autogen_original","BBG","BB","B","autocorr",0.100115152883268,0.611940298507463,0,"global",1,"param1"
"ts_1_autogen_original","CAA","CA","C","autocorr",0.771682988333085,0.6,0.0494165256202789,"global",3,"param1"
"ts_1_autogen_original","CAB","CA","C","autocorr",0.284235364342944,0.435897435897436,0,"global",3,"param1"
"ts_1_autogen_original","CAC","CA","C","autocorr",0.111445099862892,0.3125,0,"global",4,"param1"
"ts_1_autogen_original","CAD","CA","C","autocorr",0.151267675330649,0.656716417910448,0,"global",1,"param1"
"ts_1_autogen_original","CAE","CA","C","autocorr",0.0843208857000359,0.597014925373134,0,"global",1,"param1"
"ts_1_autogen_original","CBA","CB","C","autocorr",0.276206411938949,0.746268656716418,0,"global",1,"param1"
"ts_1_autogen_original","CBB","CB","C","autocorr",0.0934445634372731,0.333333333333333,0,"global",3,"param1"
"ts_1_autogen_original","CBC","CB","C","autocorr",0.0244546799574902,0.276923076923077,0,"global",3,"param1"
"ts_1_autogen_original","CBE","CB","C","autocorr",0.452297670994631,0.835820895522389,0.0186112449355192,"global",1,"param1"
"ts_1_autogen_original","CCA","CC","C","autocorr",0.0370297862326632,0.292307692307692,0,"global",3,"param1"
"ts_1_autogen_original","AAA","AA","A","average",0.832508912706236,0.940298507462688,0.0702915785252925,"global",1,"param1"
"ts_1_autogen_original","AAB","AA","A","average",0.301029995663981,0.761194029850746,0,"global",1,"param1"
"ts_1_autogen_original","AAC","AA","A","average",1.50022122331181,0.893939393939394,0.297181719682062,"global",2,"param1"
"ts_1_autogen_original","AAD","AA","A","average",0.333889801545288,0.530303030303031,0,"global",2,"param1"
"ts_1_autogen_original","AAE","AA","A","average",1.21142568406484,0.707692307692307,0.193103370510316,"global",3,"param1"
"ts_1_autogen_original","AAF","AA","A","average",0.234325915821596,0.415384615384615,0,"global",3,"param1"
"ts_1_autogen_original","AAG","AA","A","average",0.218304502171474,0.484848484848485,0,"global",2,"param1"
"ts_1_autogen_original","ABA","AB","A","average",0.681578133750282,0.424731182795698,0.0336626831631327,"global",6,"param1"
"ts_1_autogen_original","BAA","BA","B","average",0.710592307086969,0.515625,0.0363685765390563,"global",4,"param1"
"ts_1_autogen_original","BAB","BA","B","average",0.294928701472571,0.304449648711944,0,"global",7,"param1"
"ts_1_autogen_original","BAC","BA","B","average",1.05435766232259,0.970149253731344,0.149143119891734,"global",1,"param1"
"ts_1_autogen_original","BAD","BA","B","average",1.34204155356483,0.738461538461538,0.225941916394634,"global",3,"param1"
"ts_1_autogen_original","BAE","BA","B","average",1.60936569273688,0.909090909090909,0.314273681644664,"global",2,"param1"
"ts_1_autogen_original","BAG","BA","B","average",0.0690809191432992,0.582089552238806,0,"global",1,"param1"
"ts_1_autogen_original","BBA","BB","B","average",0.49008623188403,0.850746268656716,0.0251618632416944,"global",1,"param1"
"ts_1_autogen_original","BBC","BB","B","average",0.438999189192808,0.497435897435898,0.0131131824839997,"global",3,"param1"
"ts_1_autogen_original","BBF","BB","B","average",0.579402469359438,0.651515151515152,0.0262674456157293,"global",2,"param1"
"ts_1_autogen_original","BBG","BB","B","average",0.0690809191432992,0.582089552238806,0,"global",1,"param1"
"ts_1_autogen_original","CAA","CA","C","average",0.0210030246455227,0.271794871794872,0,"global",3,"param1"
"ts_1_autogen_original","CAB","CA","C","average",0.458280532425478,0.507692307692308,0.0188984077743508,"global",3,"param1"
"ts_1_autogen_original","CAC","CA","C","average",0.65098751674068,0.5,0.0336037478849755,"global",4,"param1"
"ts_1_autogen_original","CAD","CA","C","average",0.230448921378274,0.716417910447761,0,"global",1,"param1"
"ts_1_autogen_original","CAE","CA","C","average",0.301029995663981,0.761194029850747,0,"global",1,"param1"
"ts_1_autogen_original","CBA","CB","C","average",0.531478917042256,0.865671641791045,0.0262674456157293,"global",1,"param1"
"ts_1_autogen_original","CBB","CB","C","average",1.09273589673354,0.676923076923076,0.157807044148301,"global",3,"param1"
"ts_1_autogen_original","CBC","CB","C","average",0.712488894432195,0.584615384615384,0.0363685765390563,"global",3,"param1"
"ts_1_autogen_original","CBE","CB","C","average",1.53147891704225,1,0.308781999460866,"global",1,"param1"
"ts_1_autogen_original","CCA","CC","C","average",0.374419690514155,0.476923076923077,0.00069334027605901,"global",3,"param1"
"ts_1_autogen_original","AAA","AA","A","lof",0.169751081024662,0.671641791044776,0,"global",1,"param1"
"ts_1_autogen_original","AAB","AA","A","lof",0.133538908370217,0.64179104477612,0,"global",1,"param1"
"ts_1_autogen_original","AAC","AA","A","lof",0.183203122263702,0.469696969696969,0,"global",2,"param1"
"ts_1_autogen_original","AAD","AA","A","lof",1.31616103458486,0.863636363636363,0.220032478345276,"global",2,"param1"
"ts_1_autogen_original","AAE","AA","A","lof",0.897750162874217,0.630769230769231,0.094611001679684,"global",3,"param1"
"ts_1_autogen_original","AAF","AA","A","lof",0.0537295584699617,0.307692307692308,0,"global",3,"param1"
"ts_1_autogen_original","AAG","AA","A","lof",0.777770123126272,0.727272727272727,0.0516912228733884,"global",2,"param1"
"ts_1_autogen_original","ABA","AB","A","lof",1.32995398426352,0.548387096774194,0.221451528843838,"global",6,"param1"
"ts_1_autogen_original","BAA","BA","B","lof",0.0654613066532965,0.28125,0,"global",4,"param1"
"ts_1_autogen_original","BAB","BA","B","lof",1.21485402490934,0.496487119437939,0.193103370510316,"global",7,"param1"
"ts_1_autogen_original","BAC","BA","B","lof",0.0543576623225925,0.567164179104478,0,"global",1,"param1"
"ts_1_autogen_original","BAD","BA","B","lof",1.56643749219507,0.784615384615384,0.312316838361072,"global",3,"param1"
"ts_1_autogen_original","BAE","BA","B","lof",0.511216607613276,0.621212121212121,0.0251618632416944,"global",2,"param1"
"ts_1_autogen_original","BAG","BA","B","lof",0.57723640760293,0.880597014925373,0.0262674456157293,"global",1,"param1"
"ts_1_autogen_original","BBA","BB","B","lof",0.116505569071437,0.626865671641791,0,"global",1,"param1"
"ts_1_autogen_original","BBC","BB","B","lof",0.0840684133654941,0.328205128205128,0,"global",3,"param1"
"ts_1_autogen_original","BBF","BB","B","lof",0.00691811148412715,0.303030303030303,0,"global",2,"param1"
"ts_1_autogen_original","BBG","BB","B","lof",0.929418925714294,0.955223880597016,0.107337281986791,"global",1,"param1"
"ts_1_autogen_original","CAA","CA","C","lof",0.299991344462838,0.446153846153846,0,"global",3,"param1"
"ts_1_autogen_original","CAB","CA","C","lof",0.138445707162218,0.358974358974359,0,"global",3,"param1"
"ts_1_autogen_original","CAC","CA","C","lof",0.0155044773316047,0.234375,0,"global",4,"param1"
"ts_1_autogen_original","CAD","CA","C","lof",0.417535564735419,0.82089552238806,0.0113665069842005,"global",1,"param1"
"ts_1_autogen_original","CAE","CA","C","lof",0.832508912706236,0.940298507462687,0.0702915785252925,"global",1,"param1"
"ts_1_autogen_original","CBA","CB","C","lof",0.628388930050311,0.895522388059702,0.0332318559846906,"global",1,"param1"
"ts_1_autogen_original","CBB","CB","C","lof",1.01351889009618,0.651282051282051,0.143931287084673,"global",3,"param1"
"ts_1_autogen_original","CBC","CB","C","lof",0.0934445634372731,0.333333333333333,0,"global",3,"param1"
"ts_1_autogen_original","CBE","CB","C","lof",0,0.507462686567164,0,"global",1,"param1"
"ts_1_autogen_original","CCA","CC","C","lof",0.176672255104744,0.384615384615385,0,"global",3,"param1"
"ts_1_autogen_original","AAC","AA","A","own_site_simil_score",1.5650603397961,0.857142857142858,0.312316838361072,"global",2,"param1"
"ts_1_autogen_original","AAD","AA","A","own_site_simil_score",0.0157845365113537,0.0357142857142857,0,"global",2,"param1"
"ts_1_autogen_original","AAE","AA","A","own_site_simil_score",1.92823824220893,0.8,0.408529504499828,"global",3,"param1"
"ts_1_autogen_original","AAF","AA","A","own_site_simil_score",0.537031616195861,0.418181818181818,0.0262674456157293,"global",3,"param1"
"ts_1_autogen_original","AAG","AA","A","own_site_simil_score",0,1.08246744900953e-15,0,"global",2,"param1"
"ts_1_autogen_original","ABA","AB","A","own_site_simil_score",1.1693936974116,0.467948717948718,0.188549637217649,"global",6,"param1"
"ts_1_autogen_original","BAA","BA","B","own_site_simil_score",0.176992986827132,0.203703703703704,0,"global",4,"param1"
"ts_1_autogen_original","BAB","BA","B","own_site_simil_score",0.25952331324388,0.196078431372549,0,"global",7,"param1"
"ts_1_autogen_original","BAD","BA","B","own_site_simil_score",3.88727963453002,0.981818181818182,1.71682233503723,"global",3,"param1"
"ts_1_autogen_original","BAE","BA","B","own_site_simil_score",1.66197035280416,0.875000000000001,0.31856565931587,"global",2,"param1"
"ts_1_autogen_original","BBC","BB","B","own_site_simil_score",0.0607027665893767,0.109090909090909,0,"global",3,"param1"
"ts_1_autogen_original","BBF","BB","B","own_site_simil_score",0.815152332395628,0.625,0.0614915064241896,"global",2,"param1"
"ts_1_autogen_original","CAA","CA","C","own_site_simil_score",0.0369704298976419,0.0727272727272727,0,"global",3,"param1"
"ts_1_autogen_original","CAB","CA","C","own_site_simil_score",0.8174266134164,0.527272727272727,0.0614915064241896,"global",3,"param1"
"ts_1_autogen_original","CAC","CA","C","own_site_simil_score",0.0849052582259545,0.12962962962963,0,"global",4,"param1"
"ts_1_autogen_original","CBB","CB","C","own_site_simil_score",0.763427993562938,0.509090909090909,0.0462890341171829,"global",3,"param1"
"ts_1_autogen_original","CBC","CB","C","own_site_simil_score",0.0483361422095455,0.0909090909090909,0,"global",3,"param1"
"ts_1_autogen_original","CCA","CC","C","own_site_simil_score",0.308010638768252,0.309090909090909,0,"global",3,"param1"
"ts_2_autogen_original","AAA","AA","A","range",0.0649166948667224,0.390243902439024,0,"global",2,"param1"
"ts_2_autogen_original","AAB","AA","A","range",0.0434656937810902,0.554216867469879,0,"global",1,"param1"
"ts_2_autogen_original","AAC","AA","A","range",0.0126904852741502,0.259259259259259,0,"global",3,"param1"
"ts_2_autogen_original","AAD","AA","A","range",1.34920278441951,0.865853658536586,0.227963507596901,"global",2,"param1"
"ts_2_autogen_original","AAE","AA","A","range",0.435724702273677,0.4375,0.0127673990831244,"global",4,"param1"
"ts_2_autogen_original","AAF","AA","A","range",0.0885542489343155,0.333333333333333,0,"global",3,"param1"
"ts_2_autogen_original","AAG","AA","A","range",0.388311863874315,0.481481481481481,0.00536527700887336,"global",3,"param1"
"ts_2_autogen_original","ABA","AB","A","range",0.97238099998913,0.454545454545454,0.122762089513871,"global",7,"param1"
"ts_2_autogen_original","ABB","AB","A","range",0.371479179130665,0.548780487804878,0,"global",2,"param1"
"ts_2_autogen_original","BAA","BA","B","range",0.0548362549104035,0.230769230769231,0,"global",6,"param1"
"ts_2_autogen_original","BAB","BA","B","range",2.14662366521562,0.623376623376624,0.496476472842917,"global",7,"param1"
"ts_2_autogen_original","BAC","BA","B","range",0.800388305044774,0.731707317073171,0.0606421590179606,"global",2,"param1"
"ts_2_autogen_original","BAD","BA","B","range",2.59880873872642,0.91358024691358,0.743621874012221,"global",3,"param1"
"ts_2_autogen_original","BAE","BA","B","range",0.0529314610468449,0.378048780487805,0,"global",2,"param1"
"ts_2_autogen_original","BAF","BA","B","range",0,0.506024096385542,0,"global",1,"param1"
"ts_2_autogen_original","BAG","BA","B","range",0.477121254719663,0.843373493975904,0.0251618632416944,"global",1,"param1"
"ts_2_autogen_original","BBA","BB","B","range",0.225309281725863,0.710843373493976,0,"global",1,"param1"
"ts_2_autogen_original","BBC","BB","B","range",0.0680755746880498,0.320987654320988,0,"global",3,"param1"
"ts_2_autogen_original","BBF","BB","B","range",0.173437572287481,0.382716049382716,0,"global",3,"param1"
"ts_2_autogen_original","BBG","BB","B","range",0.174971461747955,0.463414634146342,0,"global",2,"param1"
"ts_2_autogen_original","CAA","CA","C","range",0.0885542489343155,0.333333333333333,0,"global",3,"param1"
"ts_2_autogen_original","CAB","CA","C","range",0.0274299253138028,0.283950617283951,0,"global",3,"param1"
"ts_2_autogen_original","CAC","CA","C","range",0.0461405226142294,0.2625,0,"global",4,"param1"
"ts_2_autogen_original","CAD","CA","C","range",0.602808130155355,0.658536585365854,0.0307496357642197,"global",2,"param1"
"ts_2_autogen_original","CAE","CA","C","range",0.160851292498945,0.662650602409639,0,"global",1,"param1"
"ts_2_autogen_original","CBA","CB","C","range",30,1,30,"global",1,"param1"
"ts_2_autogen_original","CBB","CB","C","range",1.62108513343757,0.790123456790123,0.315929260047325,"global",3,"param1"
"ts_2_autogen_original","CBC","CB","C","range",0.219110508657164,0.407407407407407,0,"global",3,"param1"
"ts_2_autogen_original","CBD","CB","C","range",0.367976785294595,0.795180722891566,0,"global",1,"param1"
"ts_2_autogen_original","CBE","CB","C","range",1.00830127671784,0.792682926829268,0.143931287084673,"global",2,"param1"
"ts_2_autogen_original","CCA","CC","C","range",0.421705306289886,0.493827160493827,0.0121728552062265,"global",3,"param1"
"ts_2_autogen_original","AAA","AA","A","sd",0.129698862229599,0.439024390243902,0,"global",2,"param1"
"ts_2_autogen_original","AAB","AA","A","sd",0.0321846833714015,0.542168674698795,0,"global",1,"param1"
"ts_2_autogen_original","AAC","AA","A","sd",0.0126904852741502,0.259259259259259,0,"global",3,"param1"
"ts_2_autogen_original","AAD","AA","A","sd",1.79413935576777,0.926829268292684,0.347812887213724,"global",2,"param1"
"ts_2_autogen_original","AAE","AA","A","sd",0.435724702273677,0.4375,0.0127673990831244,"global",4,"param1"
"ts_2_autogen_original","AAF","AA","A","sd",0.0380853398086847,0.296296296296296,0,"global",3,"param1"
"ts_2_autogen_original","AAG","AA","A","sd",0.356474403313515,0.469135802469136,0,"global",3,"param1"
"ts_2_autogen_original","ABA","AB","A","sd",0.901540380926614,0.441558441558441,0.0953212971690142,"global",7,"param1"
"ts_2_autogen_original","ABB","AB","A","sd",0.492334525853831,0.609756097560976,0.0251618632416944,"global",2,"param1"
"ts_2_autogen_original","BAA","BA","B","sd",0.00812017625155994,0.17948717948718,0,"global",6,"param1"
"ts_2_autogen_original","BAB","BA","B","sd",1.933600758575,0.597402597402598,0.408529504499828,"global",7,"param1"
"ts_2_autogen_original","BAC","BA","B","sd",0.838176865934175,0.74390243902439,0.0714119040025108,"global",2,"param1"
"ts_2_autogen_original","BAD","BA","B","sd",3.37695998911007,0.962962962962963,1.35156591212564,"global",3,"param1"
"ts_2_autogen_original","BAE","BA","B","sd",0.042365517177784,0.365853658536586,0,"global",2,"param1"
"ts_2_autogen_original","BAF","BA","B","sd",0.0550475663309054,0.566265060240964,0,"global",1,"param1"
"ts_2_autogen_original","BAG","BA","B","sd",0.623249290397901,0.891566265060241,0.0332318559846906,"global",1,"param1"
"ts_2_autogen_original","BBA","BB","B","sd",0.191885526238914,0.686746987951808,0,"global",1,"param1"
"ts_2_autogen_original","BBC","BB","B","sd",0.0885542489343155,0.333333333333333,0,"global",3,"param1"
"ts_2_autogen_original","BBF","BB","B","sd",0.132509679974637,0.358024691358025,0,"global",3,"param1"
"ts_2_autogen_original","BBG","BB","B","sd",0.39434206209017,0.560975609756098,0.00536527700887336,"global",2,"param1"
"ts_2_autogen_original","CAA","CA","C","sd",0.0885542489343155,0.333333333333333,0,"global",3,"param1"
"ts_2_autogen_original","CAB","CA","C","sd",0.0126904852741502,0.259259259259259,0,"global",3,"param1"
"ts_2_autogen_original","CAC","CA","C","sd",0.0461405226142294,0.2625,0,"global",4,"param1"
"ts_2_autogen_original","CAD","CA","C","sd",0.573844434220039,0.646341463414634,0.0262674456157293,"global",2,"param1"
"ts_2_autogen_original","CAE","CA","C","sd",0.176091259055682,0.674698795180723,0,"global",1,"param1"
"ts_2_autogen_original","CBA","CB","C","sd",1.02118929906994,0.963855421686748,0.145932451580403,"global",1,"param1"
"ts_2_autogen_original","CBB","CB","C","sd",1.76629982602019,0.814814814814815,0.347812887213724,"global",3,"param1"
"ts_2_autogen_original","CBC","CB","C","sd",0.195659608843246,0.395061728395062,0,"global",3,"param1"
"ts_2_autogen_original","CBD","CB","C","sd",0.32221929473392,0.771084337349398,0,"global",1,"param1"
"ts_2_autogen_original","CBE","CB","C","sd",0.800388305044774,0.731707317073171,0.0606421590179606,"global",2,"param1"
"ts_2_autogen_original","CCA","CC","C","sd",0.219110508657164,0.407407407407407,0,"global",3,"param1"
